Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,Label
6,14572,0,0.343123799066703,3643,12513801,7292,131,5,0,0,0,0,0,3,2,0,Attack
6,14617,0,0.273653964561812,4872,10493277,7178,1169,4,0,0,0,0,0,3,1,0,Attack
6,14598,0,0.3425126729689,3649,12567070,7300,142,5,0,0,0,0,0,3,2,0,Attack
6,14598,0,0.47951774215646,2433,8373024,7305,115,7,0,0,0,0,0,4,3,0,Attack
6,14587,0,0.54843353671077,2083,3371222,3714,119,8,0,0,0,0,0,5,3,0,Attack
6,14596,0,0.616607289668402,1824,3273439,3677,130,9,0,0,0,0,0,5,4,0,Attack
6,14611,0,0.547532680856889,2087,3395543,3818,121,8,0,0,0,0,0,5,3,0,Attack
6,14596,0,0.274047684297068,4865,17005653,7340,105,4,0,0,0,0,0,3,1,0,Attack
6,14596,0,0.274047684297068,4865,10645589,7151,1129,4,0,0,0,0,0,3,1,0,Attack
6,14622,0,0.615510874025441,1827,3306925,3648,108,9,0,0,0,0,0,5,4,0,Attack
6,14637,0,0.614880098380816,1829,1895133,3609,122,9,0,0,0,0,0,5,4,0,Attack
6,14588,0,0.616945434603784,1823,3301642,3668,111,9,0,0,0,0,0,5,4,0,Attack
6,14588,0,0.616945434603784,1823,3301642,3668,111,9,0,0,0,0,0,5,4,0,Attack
6,14591,0,0.54828318826674,2084,3360079,3789,117,8,0,0,0,0,0,5,3,0,Attack
6,14593,0,0.479682039333927,2432,7909141,7029,137,7,0,0,0,0,0,4,3,0,Attack
6,14581,0,0.617241615801385,1822,2574454,3664,134,9,0,0,0,0,0,5,4,0,Attack
6,14581,0,0.617241615801385,1822,2592359,3664,127,9,0,0,0,0,0,5,4,0,Attack
6,14581,0,0.617241615801385,1822,2590203,3665,127,9,0,0,0,0,0,5,4,0,Attack
6,14581,0,0.617241615801385,1822,2591039,3665,127,9,0,0,0,0,0,5,4,0,Attack
6,14608,0,0.479189485213582,2434,7580205,7410,109,7,0,0,0,0,0,4,3,0,Attack
6,14609,0,0.479156684235745,2434,7581017,7411,109,7,0,0,0,0,0,4,3,0,Attack
6,14609,0,0.479156684235745,2434,7581017,7411,109,7,0,0,0,0,0,4,3,0,Attack
6,14614,0,0.615847817161626,1826,2258186,3682,111,9,0,0,0,0,0,5,4,0,Attack
6,14610,0,0.342231348391513,3652,25458832,10838,131,5,0,0,0,0,0,3,2,0,Attack
6,14609,0,0.479156684235745,2434,8102800,7400,119,7,0,0,0,0,0,4,3,0,Attack
6,14609,0,0.616058594017386,1826,2598222,3696,119,9,0,0,0,0,0,5,4,0,Attack
6,14609,0,0.616058594017386,1826,3327889,3681,102,9,0,0,0,0,0,5,4,0,Attack
6,14609,0,0.616058594017386,1826,2317235,3697,119,9,0,0,0,0,0,5,4,0,Attack
6,14610,0,0.616016427104723,1826,3330064,3682,102,9,0,0,0,0,0,5,4,0,Attack
6,14610,0,0.616016427104723,1826,3047434,3681,102,9,0,0,0,0,0,5,4,0,Attack
6,14615,0,0.547382825863839,2087,2603548,3697,104,8,0,0,0,0,0,5,3,0,Attack
6,14609,0,0.479156684235745,2434,7544142,7400,120,7,0,0,0,0,0,4,3,0,Attack
6,14606,0,0.479255100643571,2434,7338490,7308,140,7,0,0,0,0,0,4,3,0,Attack
6,14602,0,0.547870154773319,2086,2560815,3692,138,8,0,0,0,0,0,5,3,0,Attack
6,14602,0,0.205451308039995,7301,74615328,13409,1193,3,0,0,0,0,0,2,1,0,Attack
6,14602,0,0.616353924119984,1825,2601515,3691,122,9,0,0,0,0,0,5,4,0,Attack
6,14602,0,0.616353924119984,1825,2613515,3700,120,9,0,0,0,0,0,5,4,0,Attack
6,14603,0,0.410874477847018,2920,7928646,7036,121,6,0,0,0,0,0,4,2,0,Attack
6,14601,0,0.547907677556332,2085,2573475,3830,121,8,0,0,0,0,0,5,3,0,Attack
6,14602,0,0.547870154773319,2086,2570643,3830,121,8,0,0,0,0,0,5,3,0,Attack
6,14598,0,0.27401013837512,4866,29957506,10991,453,4,0,0,0,0,0,3,1,0,Attack
6,14608,0,0.342278203723987,3652,25474670,10848,142,5,0,0,0,0,0,3,2,0,Attack
6,14607,0,0.410761963442185,2921,8456623,7172,126,6,0,0,0,0,0,4,2,0,Attack
6,14611,0,0.615974265964,1826,2600315,3656,128,9,0,0,0,0,0,5,4,0,Attack
6,14611,0,0.479091095749778,2435,2244248,3801,140,7,0,0,0,0,0,5,2,0,Attack
